-0.864407,-0.916667,-0.555556,0.3
-0.864407,-0.916667,-0.666667,-0.166667
-0.898305,-0.916667,-0.777778,0
-0.830508,-0.916667,-0.833333,-0.083333
-0.864407,-0.916667,-0.611111,0.3
-0.762712,-0.75,-0.388889,0.6
-0.864407,-0.833333,-0.833333,0.2
-0.830508,-0.916667,-0.611111,0.2
-0.864407,-0.916667,-0.944444,-0.25
-0.830508,-1,-0.666667,-0.083333
-0.830508,-0.916667,-0.388889,0.4
-0.79661,-0.916667,-0.722222,0.2
-0.864407,-1,-0.722222,-0.166667
-0.966102,-1,-1,-0.166667
-0.932203,-0.916667,-0.166667,0.7
-0.830508,-0.75,-0.222222,1
-0.898305,-0.75,-0.388889,0.6
-0.864407,-0.833333,-0.555556,0.3
-0.762712,-0.833333,-0.222222,0.5
-0.830508,-0.833333,-0.555556,0.5
-0.762712,-0.916667,-0.388889,0.2
-0.830508,-0.75,-0.555556,0.4
-1,-0.916667,-0.833333,0.3
-0.762712,-0.666667,-0.555556,0.1
-0.694915,-0.916667,-0.722222,0.2
-0.79661,-0.916667,-0.611111,-0.166667
-0.79661,-0.75,-0.611111,0.2
-0.830508,-0.916667,-0.5,0.3
-0.864407,-0.916667,-0.5,0.2
-0.79661,-0.916667,-0.777778,0
-0.79661,-0.916667,-0.722222,-0.083333
-0.830508,-0.75,-0.388889,0.2
-0.830508,-1,-0.5,0.8
-0.864407,-0.916667,-0.333333,0.8
-0.830508,-1,-0.666667,-0.083333
-0.932203,-0.916667,-0.611111,0
-0.898305,-0.916667,-0.333333,0.3
-0.830508,-1,-0.666667,-0.083333
-0.898305,-0.916667,-0.944444,-0.166667
-0.830508,-0.916667,-0.555556,0.2
-0.898305,-0.833333,-0.611111,0.3
-0.898305,-0.833333,-0.888889,-0.75
-0.898305,-0.916667,-0.944444,0
-0.79661,-0.583333,-0.611111,0.3
-0.694915,-0.75,-0.555556,0.5
-0.864407,-0.833333,-0.722222,-0.166667
-0.79661,-0.916667,-0.555556,0.5
-0.864407,-0.916667,-0.833333,0
-0.830508,-0.916667,-0.444444,0.4
-0.864407,-0.916667,-0.611111,0.1
0.3,0.1,0.5,0
0.2,0.2,0.2,0
0.3,0.2,0.4,-0.083333
0,0,-0.333333,-0.75
0.2,0.2,0.2,-0.333333
0.2,0,-0.222222,-0.333333
0.3,0.2,0.1,0.1
-0.220339,-0.25,-0.666667,-0.666667
0.2,0,0.3,-0.25
-0.016949,0.1,-0.5,-0.416667
-0.152542,-0.25,-0.611111,-1
0.1,0.2,-0.111111,-0.166667
0,-0.25,-0.055556,-0.833333
0.3,0.1,0,-0.25
-0.118644,0,-0.277778,-0.25
0.2,0.1,0.3,-0.083333
0.2,0.2,-0.277778,-0.166667
0.1,-0.25,-0.166667,-0.416667
0.2,0.2,0.1,-0.833333
-0.016949,-0.166667,-0.277778,-0.583333
0.3,0.4,-0.111111,0
0,0,0,-0.333333
0.3,0.2,0.1,-0.583333
0.3,-0.083333,0,-0.333333
0.1,0,0.2,-0.25
0.2,0.1,0.3,-0.166667
0.3,0.1,0.4,-0.333333
0.4,0.3,0.3,-0.166667
0.2,0.2,-0.055556,-0.25
-0.152542,-0.25,-0.222222,-0.5
-0.050848,-0.166667,-0.333333,-0.666667
-0.084746,-0.25,-0.333333,-0.666667
-0.016949,-0.083333,-0.166667,-0.416667
0.4,0.2,-0.055556,-0.416667
0.2,0.2,-0.388889,-0.166667
0.2,0.2,-0.055556,0.2
0.3,0.2,0.3,-0.083333
0.2,0,0.1,-0.75
0.1,0,-0.277778,-0.166667
0,0,-0.333333,-0.583333
0.2,-0.083333,-0.333333,-0.5
0.2,0.1,0,-0.166667
0,-0.083333,-0.166667,-0.5
-0.220339,-0.25,-0.611111,-0.75
0.1,0,-0.277778,-0.416667
0.1,-0.083333,-0.222222,-0.166667
0.1,0,-0.222222,-0.25
0.1,0,0.1,-0.25
-0.322034,-0.166667,-0.555556,-0.583333
0.1,0,-0.222222,-0.333333
0.7,1,0.1,0.1
0.4,0.5,-0.166667,-0.416667
0.7,0.7,0.6,-0.166667
0.6,0.4,0.1,-0.25
0.6,0.8,0.2,-0.166667
0.9,0.7,0.8,-0.166667
0.2,0.3,-0.666667,-0.583333
0.8,0.4,0.7,-0.25
0.6,0.4,0.3,-0.583333
0.7,1,0.6,0.3
0.4,0.6,0.2,0
0.5,0.5,0.2,-0.416667
0.5,0.7,0.4,-0.166667
0.4,0.6,-0.222222,-0.583333
0.4,0.9,-0.166667,-0.333333
0.5,0.8,0.2,0
0.5,0.4,0.2,-0.166667
0.9,0.8,0.9,0.5
1,0.8,0.9,-0.5
0.4,0.2,-0.055556,-0.833333
0.6,0.8,0.4,0
0.3,0.6,-0.277778,-0.333333
0.9,0.6,0.9,-0.333333
0.3,0.4,0.1,-0.416667
0.6,0.7,0.3,0.1
0.7,0.4,0.6,0
0.3,0.4,0.1,-0.333333
0.3,0.4,0,-0.166667
0.6,0.7,0.2,-0.333333
0.6,0.2,0.6,-0.166667
0.7,0.5,0.7,-0.333333
0.8,0.6,1,0.5
0.6,0.8,0.2,-0.333333
0.4,0.2,0.1,-0.333333
0.6,0.1,0,-0.5
0.7,0.8,0.9,-0.166667
0.6,0.9,0.1,0.2
0.5,0.4,0.2,-0.083333
0.3,0.4,-0.055556,-0.166667
0.5,0.7,0.4,-0.083333
0.6,0.9,0.3,-0.083333
0.4,0.8,0.4,-0.083333
0.4,0.5,-0.166667,-0.416667
0.7,0.8,0.4,0
0.6,1,0.3,0.1
0.4,0.8,0.3,-0.166667
0.4,0.5,0.1,-0.583333
0.4,0.6,0.2,-0.166667
0.5,0.8,0.1,0.2
0.4,0.4,-0.111111,-0.166667
