0.103878176,0.177363006,0.151866988
0.267022382,0.267261913,0.18880817
0.238317714,0.120031211,0.162361997
0.235541503,0.221653838,0.251582869
0.233817305,0.142118457,0.213199089
0.208896629,0.187601302,0.146573689
0.192970261,0.225132527,0.113233032
0.225771417,0.206816586,0.121018277
0.181735276,0.261131988,0.295475265
0.232182021,0.281153085,0.165106677
0.160620548,0.108145039,0.283471161
0.242454183,0.141902159,0.270516436
0.271411175,0.151831682,0.281474651
0.121582281,0.142764425,0.266859307
0.211777452,0.154072454,0.234591712
0.29414927,0.134859038,0.285049362
0.251527888,0.13731448,0.195041991
0.127445166,0.122010693,0.133856148
0.293977947,0.207446765,0.154320874
0.204041966,0.222141901,0.215071854
0.250969454,0.162468714,0.273559126
0.183046532,0.115774559,0.285891216
0.291577469,0.27452629,0.137710221
0.156754296,0.223798559,0.222486703
0.123652294,0.183803683,0.275667391
0.10853885,0.184119583,0.27725378
0.259309205,0.114900819,0.13977139
0.273455154,0.1439699,0.265915865
0.186477027,0.144713263,0.181605429
0.193991466,0.243298066,0.242330471
0.292703191,0.104649655,0.195743723
0.159779312,0.186180673,0.189214901
0.248490244,0.196629394,0.279072289
0.179137608,0.211111008,0.108639166
0.2318678,0.213019628,0.131435635
0.129655956,0.101142515,0.255903828
0.279592084,0.105974996,0.126846353
0.218079357,0.142709111,0.286277489
0.245663107,0.280561312,0.266095717
0.207320544,0.168200653,0.105778384
0.272849283,0.238405957,0.147373069
0.287855964,0.267607691,0.18670576
0.148713168,0.276458723,0.253056499
0.106145171,0.149389064,0.228706368
0.276563902,0.122335157,0.189925399
0.250747368,0.247871758,0.25314135
0.140253257,0.269861228,0.177145164
0.123056603,0.293655011,0.225843468
0.108695779,0.149028747,0.279610692
0.174302007,0.23464969,0.123725997
0.828132069,0.784742316,0.837677252
0.83810502,0.756170885,0.801646681
0.820846338,0.808608928,0.800133771
0.804484274,0.789864943,0.842599686
0.802113085,0.743312404,0.81936269
0.819835419,0.822424844,0.838640602
0.809756962,0.750631992,0.829746391
0.888097348,0.731901327,0.820053498
0.859105841,0.840602576,0.832600496
0.885770454,0.779164391,0.832952788
0.868372788,0.783141676,0.817705884
0.809330905,0.752097497,0.784048447
0.891799242,0.708291933,0.803749991
0.836938827,0.796560471,0.803209162
0.83275502,0.700899303,0.79555896
0.817439067,0.829658037,0.821585903
0.866938866,0.746578434,0.787358412
0.845982932,0.731409008,0.813639835
0.832613971,0.831957243,0.845440455
0.880834579,0.790713309,0.785022058
0.890627926,0.799368,0.843800346
0.838334873,0.842299673,0.817828862
0.825179248,0.743975023,0.783214764
0.881496516,0.766659592,0.759084081
0.895568,0.826627786,0.81562778
0.851012074,0.769846778,0.813007429
0.838329861,0.707817922,0.780576553
0.802748727,0.753661016,0.772815722
0.848372475,0.815096278,0.810946364
0.808241226,0.744995638,0.77847956
0.899372889,0.840456526,0.839168156
0.845450667,0.816161248,0.849924543
0.859516359,0.843968781,0.83780055
0.832910534,0.792068295,0.828076048
0.898148729,0.847715365,0.762932008
0.837745318,0.731737605,0.847477012
0.865761181,0.797634629,0.754889085
0.897190495,0.840855379,0.775279928
0.835558938,0.816660183,0.787532692
0.867384828,0.815529354,0.795232041
0.866114945,0.838216315,0.814505553
0.884898979,0.77069513,0.809565649
0.847378558,0.802212824,0.798169731
0.801859332,0.753018693,0.824400059
0.861691348,0.730608067,0.845073051
0.890428708,0.849187923,0.790201695
0.868064915,0.803217432,0.801129964
0.840705312,0.822286596,0.792471238
0.892427693,0.780395817,0.825716011
0.802193639,0.701221829,0.786376186
0.692690222,0.513584165,0.563280853
0.522107848,0.50397471,0.589769652
0.471657486,0.591863521,0.532732054
0.565419761,0.596343384,0.558857937
0.511939629,0.460930545,0.507749518
0.65922841,0.504952862,0.580407607
0.45460238,0.505545796,0.523804208
0.546956241,0.468364469,0.544763
0.576798919,0.493205055,0.58494537
0.445380851,0.52998073,0.597657343
0.455771824,0.563166121,0.539188311
0.62201723,0.484928923,0.537186808
0.615576348,0.588002582,0.582948648
0.677397045,0.512517687,0.526240877
0.698936307,0.505745615,0.539596987
0.642123195,0.553649031,0.587160138
0.527224959,0.55899035,0.503650889
0.531960713,0.467026544,0.545292126
0.482987295,0.579543801,0.544715555
0.675050576,0.52329791,0.580509457
0.424466067,0.526823475,0.504573826
0.419580512,0.58977829,0.582286981
0.516007372,0.50252344,0.513988292
0.415756926,0.455954869,0.501036625
0.59357482,0.573024295,0.548370387
0.590502422,0.46179423,0.520678739
0.66456328,0.579930004,0.579966199
0.442940937,0.463414784,0.550368059
0.459964121,0.494299754,0.567385212
0.622126362,0.596549418,0.558237117
0.606717679,0.595073202,0.594554283
0.424601613,0.475718268,0.543165177
0.522572347,0.456611518,0.580796588
0.684162594,0.485667495,0.546879784
0.542873953,0.473995849,0.569583367
0.46173704,0.487307137,0.543145895
0.46126855,0.49221202,0.594617262
0.545579099,0.53568745,0.539323377
0.662587676,0.498507067,0.599063073
0.494408367,0.509082595,0.541173547
0.468698008,0.592029406,0.506233807
0.644200663,0.540374522,0.598931427
0.486194923,0.477982161,0.551488637
0.500275871,0.508212833,0.556922384
0.468955337,0.573329633,0.530549797
0.686672301,0.560879178,0.534861717
0.426610495,0.485613078,0.587305804
0.447847273,0.534528004,0.520427339
0.433402335,0.595572979,0.514442568
0.576480793,0.483393779,0.583804808
